web_scraper_order,web_scraper_start_url,nom,prix,adresse,conteneur,image_lien
"1772319500-61","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton ladoum","700 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2841419","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1772319501-141","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","300 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3199275",""
"1772319502-62","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2845111","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1772319503-142","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","200 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3200136",""
"1772319504-63","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2845558","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772319505-143","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","125 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3200161",""
"1772319507-64","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","2 000 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2858185","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319508-144","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3201369",""
"1772319509-65","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawate","300 000 CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-2860328","https://images.coinafrique.com/thumb_2860328_uploaded_image1_1609342630.jpg"
"1772319510-145","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","160 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3201372",""
"1772319512-66","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2861975","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1772319513-146","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","160 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3201379",""
"1772319514-67","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons Ladoum","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2872968","https://images.coinafrique.com/thumb_5344681_uploaded_image1_1748183751.jpg"
"1772319515-147","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","175 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3202906",""
"1772319516-68","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2873055","https://images.coinafrique.com/thumb_5344681_uploaded_image1_1748183751.jpg"
"1772319518-148","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","225 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3204480",""
"1772319519-69","https://sn.coinafrique.com/categorie/moutons?page=10","Moto assawat","175 CFA","Kayar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moto-assawat-2882279","https://images.coinafrique.com/thumb_2882279_uploaded_image1_1610319596.jpg"
"1772319520-149","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","800 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3204555",""
"1772319521-70","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat","250 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2885428","https://images.coinafrique.com/thumb_2885448_uploaded_image1_1610450831.jpg"
"1772319522-150","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","275 000 CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3204834",""
"1772319523-71","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat","250 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2885448","https://images.coinafrique.com/thumb_2885448_uploaded_image1_1610450831.jpg"
"1772319525-151","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","275 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3204846",""
"1772319526-72","https://sn.coinafrique.com/categorie/moutons?page=10","Chèvre","50 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/chevre-2897354","https://images.coinafrique.com/thumb_2897354_uploaded_image1_1610964651.jpg"
"1772319527-152","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","180 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3205330",""
"1772319528-73","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","130 000 CFA","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2907814","https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg"
"1772319529-153","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","140 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3205339",""
"1772319530-74","https://sn.coinafrique.com/categorie/moutons?page=10","Bélier azawak","300 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/belier-azawak-2920865","https://images.coinafrique.com/thumb_2920865_uploaded_image1_1612027206.jpg"
"1772319532-154","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","300 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3205391",""
"1772319533-75","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","250 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2922356","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319534-155","https://sn.coinafrique.com/categorie/moutons?page=8","Femelle Ladoum","900 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3206471",""
"1772319535-76","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2922361","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319536-156","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3207795",""
"1772319538-77","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton  Ladoum","1 500 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2923489","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1772319539-157","https://sn.coinafrique.com/categorie/moutons?page=8","Moutons","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3207881",""
"1772319540-78","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","250 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2923628","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772319541-158","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton tabaski","220 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3207991",""
"1772319543-79","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2929439","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319545-80","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","300 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2929533","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319546-159","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208371",""
"1772319547-81","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","200 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2931611","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772319548-160","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","245 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208783",""
"1772319550-82","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","250 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2931779","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319551-161","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","290 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208863",""
"1772319552-83","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","750 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2932586","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319553-162","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum azawatt","150 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208866",""
"1772319554-84","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","750 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2934157","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1772319555-163","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","520 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208872",""
"1772319558-164","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum azawatt","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208875",""
"1772319560-165","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","720 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208888",""
"1772319561-85","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons Ladoum","750 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2934178","https://images.coinafrique.com/thumb_2934178_uploaded_image1_1612542098.jpg"
"1772319562-166","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","300 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208890",""
"1772319563-86","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton ladoum sang ghandy - magistrat","950 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-sang-ghandy-magistrat-2936901","https://images.coinafrique.com/thumb_2936901_uploaded_image1_1612664090.jpg"
"1772319565-87","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","100 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2956672","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1772319565-167","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208892",""
"1772319567-168","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","200 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208897",""
"1772319568-88","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","175 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2959176","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772319569-169","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","230 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208903",""
"1772319570-89","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","450 000 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2959533","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1772319572-90","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","1 200 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2962083","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1772319572-170","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum","700 000 CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3209125",""
"1772319574-171","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","125 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209310",""
"1772319575-91","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","400 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2965030","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1772319576-172","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","160 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209314",""
"1772319577-92","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","1 000 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2966096","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319579-93","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","500 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2978859","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319579-173","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209318",""
"1772319581-174","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","220 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209798",""
"1772319582-94","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2981131","https://images.coinafrique.com/thumb_5349203_uploaded_image1_1748427888.jpg"
"1772319583-175","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","230 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209806",""
"1772319584-95","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","250 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2986456","https://images.coinafrique.com/thumb_3754057_uploaded_image1_1655926556.jpg"
"1772319586-96","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","225 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2989832","https://images.coinafrique.com/thumb_3754057_uploaded_image1_1655926556.jpg"
"1772319586-176","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3210353",""
"1772319588-177","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","210 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3210359",""
"1772319589-97","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","230 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2992212","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1772319591-98","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","220 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2993929","https://images.coinafrique.com/thumb_3754057_uploaded_image1_1655926556.jpg"
"1772319591-178","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3210365",""
"1772319593-99","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","225 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2995220","https://images.coinafrique.com/thumb_3754057_uploaded_image1_1655926556.jpg"
