web_scraper_order,web_scraper_start_url,conteneur,nom,prix,adresse,image_lien
"1772321384-104","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Cheval","650 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1772321386-105","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3054622","Chaton","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3341213_uploaded_image1_1631968364.jpg"
"1772321389-106","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/taureau-geniteur-laitier-3087054","Taureau - géniteur laitier","2 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3087054_uploaded_image1_1619718794.jpg"
"1772321391-107","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruche-arc-en-ciel-3092218","Couple perruche arc en ciel","40 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3092218_uploaded_image1_1619966133.jpg"
"1772321393-108","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/trio-dindes-damerique-3092550","Trio dindes d’amérique","65 000 CFA","Mbao, Dakar, Sénégal",""
"1772321396-109","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3095614_uploaded_image1_1620093462.jpg"
"1772321398-110","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3116528_uploaded_image1_1621091686.jpg"
"1772321401-111","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3773129_uploaded_image1_1657027947.jpg"
"1772321403-112","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-colvert-3127244","Couple colvert","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3422543_uploaded_image1_1636113502.jpg"
"1772321405-113","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3133835","Oie géant","85 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
"1772321442-114","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/rat-3156125","Rat","Prix sur demande","Almadies, Dakar, Sénégal",""
"1772321449-115","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169645_uploaded_image2_1623581040.jpeg"
"1772321451-116","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3169648","Cailles","Prix sur demande","Touba, Sénégal",""
"1772321453-117","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3169679","Cheval","450 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3169679_uploaded_image1_1623583685.jpg"
"1772321458-118","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oies-3172011","Oies","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5499869_uploaded_image1_1756556464.jpg"
"1772321460-119","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3215371","Perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal",""
"1772321463-120","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/chatons-2-et-3-mois-3222114","Chatons 2 et 3 mois","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222114_uploaded_image1_1626003610.jpg"
"1772321465-121","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3240329","Bœufs","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal",""
"1772321467-122","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-3243586","Perruche ondulée","15 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560070_uploaded_image1_1759698099.jpg"
"1772321470-123","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3253864","Bœufs","740 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1772321472-124","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3254310","Chaton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3254310_uploaded_image1_1627784670.jpg"
"1772321474-125","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-3256827","Poisson aquarium","12 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1772321477-126","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3263210","Taureau","740 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3269989_uploaded_image1_1628451897.jpg"
"1772321479-127","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3269989","Taureau","740 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3269989_uploaded_image1_1628451897.jpg"
"1772321481-128","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3271377","Taureau","450 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3271377_uploaded_image1_1628524523.jpg"
"1772321484-129","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oies-adultes-3273490","Oies adultes","130 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763969_uploaded_image1_1656542478.jpg"
"1772321486-130","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3287170","Vache","600 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1772321488-131","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3287171","Vache","600 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1772321491-132","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/chevre-male-3315646","Chèvre mâle","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4387674_uploaded_image1_1695430824.jpg"
"1772321493-133","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oie-gardien-3316810","Oie gardien","90 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316810_uploaded_image1_1630785291.jpg"
"1772321495-134","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oie-guineen-3316816","Oie guinéen","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316816_uploaded_image1_1630785391.jpg"
"1772321498-135","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3318063","Veaux","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1772321500-136","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/caille-3319937","Caille","2 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3576048_uploaded_image1_1645409801.jpg"
"1772321502-137","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cailleteaux-3319946","Cailleteaux","400 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319946_uploaded_image1_1630948417.jpg"
"1772321505-138","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/perruche-3321530","Perruche","24 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1772321507-139","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/buf-3330908","Bœuf","1 200 000 CFA","Guediawaye, Dakar, Sénégal",""
"1772321510-140","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3335012","Veaux","250 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1772321512-141","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3336754","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1772321514-142","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3341213","Chaton","40 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3341213_uploaded_image1_1631968364.jpg"
"1772321517-143","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/carpe-koi-3345713","Carpe Koï","100 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_863425_uploaded_image1_1566425287.55.png"
"1772321519-144","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/geniteur-holstein-3348819","Géniteur Holstein","2 200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348819_uploaded_image1_1632352628.jpg"
"1772321521-145","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-holstein-3348822","Taureaux Holstein","2 500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348822_uploaded_image1_1632352988.jpg"
"1772321524-146","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3350491","Veaux","250 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1772321526-147","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/autruchon-3357168","Autruchon","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357168_uploaded_image1_1632871377.jpg"
"1772321529-148","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/caille-3360468","Caille","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1772321531-149","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-hermine-3369362","Couple hermine","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3369362_uploaded_image1_1633438173.jpg"
"1772321533-150","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/buf-3369906","Bœuf","500 000 CFA","Dakar, Sénégal",""
"1772321536-151","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3371486","Cailles","1 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1772321538-152","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-adulte-3372722","Paon bleu adulte","300 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3372722_uploaded_image1_1633568000.jpg"
"1772321540-153","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/trio-de-paon-bleu-3389732","Trio de paon bleu","450 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3389732_uploaded_image1_1634436997.jpg"
"1772321543-154","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3395087","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1772321545-155","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3405018","Cailles","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1772321551-156","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3413662","Oies de toulouse","450 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
"1772321554-157","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paire-doie-3418166","Paire d'oie","100 000 CFA","Thies, Sénégal",""
"1772321556-158","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/canards-3422543","Canards","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4056116_uploaded_image1_1674103896.jpg"
"1772321558-159","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-rouge-3425196","Couple dinde rouge","90 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3425196_uploaded_image1_1636231334.jpg"
"1772321561-160","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3448056","Bœufs","Prix sur demande","Louga, Sénégal",""
"1772321563-161","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3450631","Chaton siamois","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3450631_uploaded_image1_1637664547.jpg"
"1772321592-162","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/dindes-3474757","Dindes","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1772321595-163","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/buf-3492877","Bœuf","900 000 CFA","Bambey, Sénégal",""
"1772321604-164","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3509381","Bœufs","300 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1772321608-165","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3515231","Cheval","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1772321613-166","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520078","Cochon dinde","45 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1772321615-167","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520084","Cochon dinde","45 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1772321617-168","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/bouc-espagnol-3523752","Bouc Espagnol","150 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3523752_uploaded_image1_1642113362.jpg"
"1772321620-169","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamsters-3525591","Hamsters","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1772321622-170","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/jeune-cheval-3526170","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1772321624-171","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3544114","Bœufs","900 000 CFA","Bambey, Sénégal",""
"1772321627-172","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3569117","Cheval","500 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3569117_uploaded_image1_1644951974.jpg"
"1772321629-173","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/poussins-doies-3569402","Poussins  d’oies","35 000 CFA","Dakar, Sénégal",""
"1772321631-174","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/dinde-male-3575899","Dinde mâle","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4056115_uploaded_image1_1674103633.jpg"
"1772321634-175","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/poussin-caille-3576048","Poussin caille","500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3576048_uploaded_image1_1645409801.jpg"
"1772321636-176","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/caille-3607957","Caille","8 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3607957_uploaded_image1_1647266236.jpg"
"1772321639-177","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chatons-3613416","Chatons","400 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5278827_uploaded_image1_1744477884.jpg"
"1772321641-178","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/taurillon-laitier-3613432","Taurillon laitier","1 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3613432_uploaded_image1_1647552342.jpg"
"1772321643-179","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cochons-3614166","Cochons","15 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3614166_uploaded_image1_1647608880.jpg"
"1772321646-180","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3615764","Hamster","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1772321648-181","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3634435","Chaton Angora","130 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1772321650-182","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645462","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_5480837_uploaded_image1_1755523512.jpg"
"1772321653-183","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645463","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_5480837_uploaded_image1_1755523512.jpg"
"1772321655-184","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3646953","Oie géant","450 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
"1772321657-185","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/boeufs-3651241","Boeufs","900 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5480837_uploaded_image1_1755523512.jpg"
"1772321660-186","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3671821","Chaton siamois","375 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg"
"1772321665-187","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-grand-haras-3672216","Perroquet grand Haras","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672216_uploaded_image2_1651097217.jpeg"
"1772321667-188","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/caille-3679001","Caille","2 000 CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3679001_uploaded_image1_1651592167.jpg"
"1772321669-189","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3681874","Chaton Angora","160 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1772321672-190","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paire-colverts-de-rouen-3686752","Paire colverts de Rouen","15 000 CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3686752_uploaded_image1_1652029317.jpg"
"1772321674-191","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3689324","Hamster","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1772321676-192","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3691179","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_5480837_uploaded_image1_1755523512.jpg"
"1772321679-193","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3693176","Perruches ondulées","12 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1772321681-194","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oie-3719072","Oie","65 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4064457_uploaded_image1_1674641302.jpg"
"1772321684-195","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3734952","Vache","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1772321686-196","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/couple-cochons-dinde-3738425","Couple cochons d'inde","25 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1772321688-197","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/sacs-de-foin-ngogne-3747916","Sacs de foin - Ngogne","5 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3747916_uploaded_image1_1655548507.jpg"
"1772321691-198","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/canard-3761752","Canard","Prix sur demande","Diamniadio, Sénégal",""
"1772321719-199","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969","Paire Oie","130 000 CFA","Guediawaye, Dakar, Sénégal",""
"1772321744-200","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809","Couple Hamster","45 000 CFA","Dakar, Sénégal",""
"1772321747-201","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110101_uploaded_image1_1677403384.jpg"
"1772321752-202","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Cailles","100 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5182728_uploaded_image1_1739380241.jpg"
"1772321755-203","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","Vache","Prix sur demande","Niaga, Sénégal",""
"1772321757-204","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3803986_uploaded_image1_1659036881.jpg"
"1772321759-205","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3804681","Vache","1 000 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5308237_uploaded_image1_1746189283.jpg"
"1772321761-206","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-3814562","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110101_uploaded_image1_1677403384.jpg"
"1772321764-207","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/buf-3817866","Bœuf","750 000 CFA","Niaga, Sénégal",""
"1772321767-208","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/buf-3819174","Bœuf","Prix sur demande","Niaga, Sénégal",""
"1772321769-209","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3850590","Vache","65 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3850590_uploaded_image1_1661716395.jpg"
