web_scraper_order,web_scraper_start_url,conteneur,nom,prix,adresse,image_lien
"1772321772-210","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cobaye-male-3868453","Cobaye mâle","16 000 CFA","Thies, Sénégal",""
"1772321774-211","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/ufs-3862604","Œufs","9 000 CFA","Keur Massar, Sénégal",""
"1772321776-212","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paon-3901686","Paon","50 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1772321779-213","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3905361","Cailles","2 500 CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3905361_uploaded_image1_1664880986.jpg"
"1772321782-214","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-3915043","Chaton Scottish Fold","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg"
"1772321784-215","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paons-bleus-3916692","Paons bleus","400 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3916692_uploaded_image1_1665568760.jpg"
"1772321786-216","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/buf-3916720","Bœuf","700 000 CFA","Mbour, Sénégal",""
"1772321789-217","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/anes-3916725","Anes","500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3916725_uploaded_image1_1665569939.jpg"
"1772321791-218","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-3922652","Poissons aquarium","7 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1772321793-219","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3956243","Dinde","35 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4170236_uploaded_image1_1681079402.jpg"
"1772321796-220","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paon-3956247","Paon","450 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4226444_uploaded_image1_1684797786.jpg"
"1772321798-221","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3968286","Perruches ondulées","12 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1772321800-222","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chevre-3985611","Chèvre","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3985611_uploaded_image1_1669761997.jpg"
"1772321803-223","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3991901","Bœufs","600 000 CFA","Bambey, Sénégal",""
"1772321805-224","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4001249","Bœufs","600 000 CFA","Bambey, Sénégal",""
"1772321807-225","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-hymalayen-4002094","Chat persan hymalayen","350 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4002094_uploaded_image1_1670612752.jpg"
"1772321810-226","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4004300","Chaton Persan","400 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5278827_uploaded_image1_1744477884.jpg"
"1772321812-227","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-roseicollis-4006084","Perroquets Roseicollis","50 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4724298_uploaded_image1_1714756962.jpg"
"1772321815-228","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-4015081","Vache","475 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1772321817-229","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/jument-4029052","Jument","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4029052_uploaded_image1_1672496436.jpg"
"1772321820-230","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4029054","Cheval","450 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4029054_uploaded_image1_1672496527.jpg"
"1772321822-231","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-garde-4033376","Oies de garde","200 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4033376_uploaded_image1_1672817271.jpg"
"1772321828-232","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4047285","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_5480837_uploaded_image1_1755523512.jpg"
"1772321834-233","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4049517","Perruches ondulées","7 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1772321837-234","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/dindons-4056115","Dindons","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4056115_uploaded_image1_1674103633.jpg"
"1772321839-235","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/canards-4056116","Canards","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4056116_uploaded_image1_1674103896.jpg"
"1772321841-236","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4060300","Dinde","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794677_uploaded_image1_1718313441.jpg"
"1772321844-237","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/oies-4064457","Oies","65 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4064457_uploaded_image1_1674641302.jpg"
"1772321846-238","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/buf-4090572","Bœuf","600 000 CFA","Bambey, Sénégal",""
"1772321849-239","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4092862","Cheval","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5300026_uploaded_image1_1745701177.jpg"
"1772321852-240","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4102298","Chaton angora","180 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1772321855-241","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chats-siamois-himalayen-4102440","Chats siamois himalayen","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4102440_uploaded_image1_1676904996.jpg"
"1772321857-242","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chevre-sahelienne-4103018","Chèvre sahelienne","180 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4103018_uploaded_image1_1676929679.jpg"
"1772321859-243","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-4110101","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110101_uploaded_image1_1677403384.jpg"
"1772321862-244","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/oies-4119270","Oies","35 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4409000_uploaded_image1_1696840958.jpg"
"1772321864-245","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chatte-persane-himalayenne-4140736","Chatte persane himalayenne","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4140736_uploaded_image1_1679260998.jpg"
"1772321867-246","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4141195","Canard colvert","32 500 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4141195_uploaded_image1_1679311407.jpg"
"1772321869-247","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4141464","Perroquet","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4185842_uploaded_image1_1682102205.jpg"
"1772321871-248","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/hamster-dore-4169247","Hamster doré","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422322_uploaded_image1_1752487140.jpg"
"1772321874-249","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169870","Dindes","100 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1772321876-250","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169875","Dindes","100 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1772321878-251","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4170236","Dinde","45 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4170236_uploaded_image1_1681079402.jpg"
"1772321881-252","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-4180282","Chaton siamois","240 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180282_uploaded_image1_1681738114.jpg"
"1772321883-253","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/couple-de-perruches-4180902","Couple de perruches","14 900 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4180902_uploaded_image1_1681767382.jpg"
"1772321886-254","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4185842","Perroquet","35 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4185842_uploaded_image1_1682102205.jpg"
"1772321888-255","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perruches-4194617","Perruches","30 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1772321891-256","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106","Boeuf","600 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5317378_uploaded_image1_1746698849.jpg"
"1772321893-257","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4208226","Cailles","7 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4701407_uploaded_image1_1713575328.jpg"
"1772321896-258","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4213007","Poissons aquarium","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1772321898-259","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-himalayen-4215680","Chaton Siamois Himalayen","275 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg"
"1772321900-260","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/poussins-bleus-hollandais-4223952","Poussins bleus hollandais","1 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223952_uploaded_image1_1684611180.jpg"
"1772321903-261","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/paon-4226444","Paon","400 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4226444_uploaded_image1_1684797786.jpg"
"1772321905-262","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4236158","Perruche","30 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560070_uploaded_image1_1759698099.jpg"
"1772321907-263","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/paon-4250701","Paon","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1772321909-264","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4254477","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5523792_uploaded_image1_1757773181.jpg"
"1772321912-265","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquariums-4258053","Poissons aquariums","7 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1772321914-266","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/oies-4263743","Oies","45 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4409000_uploaded_image1_1696840958.jpg"
"1772321916-267","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4268218","Perruches ondulées","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1772321919-268","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-golden-shaded-4268857","Chat persan chinchilla golden shaded","500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268866_uploaded_image1_1687597344.jpg"
"1772321921-269","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-blue-golden-shaded-4268866","Chat persan chinchilla blue golden shaded","650 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268866_uploaded_image1_1687597344.jpg"
"1772321925-270","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchilla-golden-shaded-4268926","Chatons persans chinchilla golden shaded","500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268926_uploaded_image1_1687601650.jpg"
"1772321927-271","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4274068","Autruche","40 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4292496_uploaded_image1_1689236421.jpg"
"1772321929-272","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/canard-4251761","Canard","30 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917429_uploaded_image1_1724966703.jpg"
"1772321932-273","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290086","Chat tigré","60 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290090_uploaded_image1_1689085062.jpg"
"1772321934-274","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290090","Chat tigré","60 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290090_uploaded_image1_1689085062.jpg"
"1772321937-275","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/poussins-dautruche-4292496","Poussins d'autruche","50 000 CFA","Bambey, Sénégal",""
"1772321939-276","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4327166","Cailles de chair","500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327166_uploaded_image1_1691508551.jpg"
"1772321942-277","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4331654","Perroquets","60 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5668046_uploaded_image1_1765474059.jpg"
"1772321944-278","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659","Perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560070_uploaded_image1_1759698099.jpg"
"1772321946-279","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-gimalayen-siamois-4333502","Chaton Gimalayen Siamois","250 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg"
"1772321949-280","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558","Taureau","320 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4335558_uploaded_image1_1692061499.jpg"
"1772321951-281","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4365267","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5523792_uploaded_image1_1757773181.jpg"
"1772321953-282","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/buf-4379382","Bœuf","450 000 CFA","Dakar, Sénégal",""
"1772321956-283","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-pair-4381112","Dinde rouge pair","35 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4381112_uploaded_image1_1695035479.jpg"
"1772321958-284","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4386249","Chat Persan","650 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5297087_uploaded_image1_1745527617.jpg"
"1772321960-285","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chevre-4387674","Chèvre","80 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4387674_uploaded_image1_1695430824.jpg"
"1772321963-286","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653","Veaux","450 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg"
"1772321965-287","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/pintades-4408799","Pintades","40 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4465594_uploaded_image1_1700505532.jpg"
"1772321967-288","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4408804","Dindes","30 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5001804_uploaded_image1_1729346440.jpg"
"1772321970-289","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-4409000","Oies de Toulouse","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4409000_uploaded_image1_1696840958.jpg"
"1772321972-290","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4411374","Perroquet","50 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5668046_uploaded_image1_1765474059.jpg"
"1772321974-291","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4412768","Pintade","7 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4412768_uploaded_image1_1697036744.jpg"
"1772321977-292","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/paon-4435457","Paon","65 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1772321979-293","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/paon-4451044","Paon","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4451044_uploaded_image1_1699554808.jpg"
"1772321981-294","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4452994","Perruche ondulée","7 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4452994_uploaded_image1_1699659802.jpg"
"1772321986-295","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4454743","Cailles","1 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4454743_uploaded_image1_1699793813.jpg"
"1772321988-296","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4456156","Perruches ondulées","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1772321991-297","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perruche-anglaise-4456172","Perruche Anglaise","40 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4456172_uploaded_image1_1699885668.jpg"
"1772321995-298","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4465594","Pintade","75 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4465594_uploaded_image1_1700505532.jpg"
"1772321997-299","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503058","Cochons","20 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4555313_uploaded_image1_1705776199.jpg"
"1772322000-300","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503064","Cochons","20 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4555313_uploaded_image1_1705776199.jpg"
"1772322002-301","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-4506000","Couple dinde","40 000 CFA","Kolda, Sénégal","https://images.coinafrique.com/thumb_4506000_uploaded_image1_1702997150.jpg"
"1772322004-302","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chatons-serval-4517799","Chatons Serval","1 500 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4517799_uploaded_image1_1703777941.jpg"
"1772322007-303","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4534116","Poissons aquarium","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1772322009-304","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/buf-4534540","Bœuf","Prix sur demande","Diamalaye 2, Dakar, Sénégal",""
"1772322012-305","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4540876","Chaton Persan","400 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4540876_uploaded_image1_1705028116.jpg"
"1772322014-306","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scotish-fold-4540889","Chaton Scotish Fold","750 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg"
"1772322016-307","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/cochons-dinde-4555313","Cochons d'inde","20 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1772322019-308","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4568012","Boeuf","600 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054269_uploaded_image1_1732160455.jpg"
"1772322021-309","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4569529","Chaton Persan","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473339_uploaded_image1_1755076399.jpg"
"1772322023-310","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-youyou-4570755","Perroquet youyou","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4570755_uploaded_image2_1706701706.jpeg"
"1772322026-311","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-4571582","Chaton Scottish Fold","750 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808971_uploaded_image1_1719267956.jpg"
"1772322028-312","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4592914","Chaton Persan","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473339_uploaded_image1_1755076399.jpg"
