web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien,conteneur
"1772320169-94","https://sn.coinafrique.com/categorie/chiens?page=4","Vente chiot pittbull  femelle","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4351149_uploaded_image1_1693052882.jpg","https://sn.coinafrique.com/annonce/chiens/vente-chiot-pittbull-femelle-4351149"
"1772320171-95","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","160 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5613212_uploaded_image1_1762713775.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4359376"
"1772320205-96","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","300 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4364394"
"1772320209-97","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Berger Malinois","170 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375184_uploaded_image1_1694613400.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-4375184"
"1772320212-98","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000 CFA","Sicap Liberté, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4380821"
"1772320214-99","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Husky","400 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4390232_uploaded_image1_1695643427.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-husky-4390232"
"1772320216-100","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon femelle","160 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5613212_uploaded_image1_1762713775.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-femelle-4391785"
"1772320219-101","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","180 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4396239"
"1772320227-102","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4405536"
"1772320230-103","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4405915"
"1772320232-104","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Presa Canario","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4407651_uploaded_image1_1696729959.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-presa-canario-4407651"
"1772320234-105","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4937044_uploaded_image1_1725971142.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-4408048"
"1772320237-106","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg","https://sn.coinafrique.com/annonce/chiens/chien-4413890"
"1772320239-107","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4413893"
"1772320241-108","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4413898"
"1772320244-109","https://sn.coinafrique.com/categorie/chiens?page=4","Femelles Bichon Maltais","170 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5383547_uploaded_image1_1750415126.jpg","https://sn.coinafrique.com/annonce/chiens/femelles-bichon-maltais-4436255"
"1772320246-110","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","150 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4456414_uploaded_image1_1699894532.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4456414"
"1772320248-111","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4463659"
"1772320251-112","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Kangal","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_4473735_uploaded_image1_1701045157.jpg","https://sn.coinafrique.com/annonce/chiens/chien-kangal-4473735"
"1772320253-113","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiler","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4482373"
"1772320255-114","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4482375"
"1772320258-115","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4491233_uploaded_image1_1702048768.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4491233"
"1772320260-116","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon Maltais","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4497133"
"1772320263-117","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon Maltais","120 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4497142"
"1772320266-118","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4499987_uploaded_image1_1702579369.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4499987"
"1772320268-119","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Boerbool","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513571_uploaded_image1_1703524590.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-boerbool-4513571"
"1772320270-120","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens  Malinois charbonnés","700 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513573_uploaded_image1_1703524791.jpg","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonnes-4513573"
"1772320273-121","https://sn.coinafrique.com/categorie/chiens?page=4","Chiotte Berger Allemand","230 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg","https://sn.coinafrique.com/annonce/chiens/chiotte-berger-allemand-4513582"
"1772320275-122","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","700 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4513587"
"1772320277-123","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bergers Allemands","125 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4530727_uploaded_image1_1704546741.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4530727"
"1772320280-124","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532063"
"1772320282-125","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532817"
"1772320285-126","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Malinois","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4532826"
"1772320287-127","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rott","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5213979_uploaded_image1_1741092307.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rott-4532830"
"1772320289-128","https://sn.coinafrique.com/categorie/chiens?page=4","Rottweiler femelle 2 mois","275 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4543266_uploaded_image1_1705144667.jpg","https://sn.coinafrique.com/annonce/chiens/rottweiler-femelle-2-mois-4543266"
"1772320292-129","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot femelle Malinois et Red Nose","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4548513_uploaded_image1_1705430390.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-malinois-et-red-nose-4548513"
"1772320294-130","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4549443"
"1772320296-131","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots mâle","195 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862107_uploaded_image1_1585455904.62.png","https://sn.coinafrique.com/annonce/chiens/chiots-male-4556192"
"1772320299-132","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Bichon maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4557442"
"1772320301-133","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4559186"
"1772320303-134","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Malinois charbonner","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5699953_uploaded_image1_1767376903.jpg","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonner-4560526"
"1772320306-135","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4578066"
"1772320309-136","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiler","250 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671567_uploaded_image1_1765675459.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4578118"
"1772320311-137","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735854_uploaded_image1_1769103978.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4578293"
"1772320314-138","https://sn.coinafrique.com/categorie/chiens?page=4","Chien American Bully","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4579870_uploaded_image1_1707162831.jpg","https://sn.coinafrique.com/annonce/chiens/chien-american-bully-4579870"
"1772320316-139","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Boerboel","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4580660_uploaded_image1_1707214130.jpg","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4580660"
"1772320318-140","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon maltais femelle","130 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4583262_uploaded_image1_1707324718.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-femelle-4583262"
"1772320321-141","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4595120_uploaded_image1_1708002349.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4595120"
"1772320323-142","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens berger allemand","Prix sur demande","Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4604923"
"1772320326-143","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens boerbulls","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4606579_uploaded_image1_1708609223.jpg","https://sn.coinafrique.com/annonce/chiens/chiens-boerbulls-4606579"
"1772320373-144","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4653887"
"1772320375-145","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger allemand","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4657472"
"1772320378-146","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440"
"1772320380-147","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990"
"1772320382-148","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222921_uploaded_image1_1741538962.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664447"
"1772320385-149","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222921_uploaded_image1_1741538962.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664453"
"1772320387-150","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5699953_uploaded_image1_1767376903.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4667946"
"1772320390-151","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5751732_uploaded_image1_1769889114.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4670652"
"1772320395-152","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichons Maltais","100 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672174_uploaded_image1_1712086423.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-4672174"
"1772320397-153","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","310 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501"
"1772320399-154","https://sn.coinafrique.com/categorie/chiens?page=3","Malinois mal","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5341165_uploaded_image1_1747948139.jpg","https://sn.coinafrique.com/annonce/chiens/malinois-mal-4679677"
"1772320402-155","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Ridgback","500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4680610_uploaded_image1_1712497780.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-ridgback-4680610"
"1772320404-156","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616738_uploaded_image1_1762882607.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4681737"
"1772320407-157","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","777 621 466 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4683644"
"1772320415-158","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","779 638 883 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4695228"
"1772320418-159","https://sn.coinafrique.com/categorie/chiens?page=3","Femelle Apbt Brinze","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4711619_uploaded_image1_1714093089.jpg","https://sn.coinafrique.com/annonce/chiens/femelle-apbt-brinze-4711619"
"1772320420-160","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4716925"
"1772320423-161","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand Femelle","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379204_uploaded_image1_1750179653.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4717577"
"1772320425-162","https://sn.coinafrique.com/categorie/chiens?page=3","Rottweiler","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg","https://sn.coinafrique.com/annonce/chiens/rottweiler-4727689"
"1772320427-163","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","150 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4739575"
"1772320430-164","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots","20 000 CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4740260_uploaded_image1_1715562134.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-4740260"
"1772320432-165","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Husky","300 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg","https://sn.coinafrique.com/annonce/chiens/chien-husky-4755258"
"1772320434-166","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","290 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4755803"
"1772320437-167","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger XL","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4758802_uploaded_image1_1716485273.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-xl-4758802"
"1772320439-168","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","400 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5290700_uploaded_image1_1745194550.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005"
"1772320441-169","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot malinois femelle","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-femelle-4795597"
"1772320444-170","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon Maltais","779 638 883 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4806292"
"1772320446-171","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Malinois","77 963 888 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4806294"
"1772320448-172","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4-mois-4807147"
"1772320451-173","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4808208_uploaded_image1_1719236144.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-4808208"
"1772320453-174","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-pur-sang-4814513"
"1772320456-175","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","160 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314"
"1772320458-176","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","500 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829728"
"1772320460-177","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","250 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829755"
"1772320463-178","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand poil long","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4834152_uploaded_image1_1720526802.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-poil-long-4834152"
"1772320465-179","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526"
"1772320468-180","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4840125"
"1772320470-181","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5560003_uploaded_image1_1759693627.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4845561"
"1772320472-182","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots spitz nain","800 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4845887_uploaded_image1_1721141629.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-4845887"
"1772320475-183","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Rottweiler","250 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4848898_uploaded_image1_1721301203.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-4848898"
"1772320477-184","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Belgian Malinois charbonne","250 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4850412_uploaded_image1_1721376820.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-belgian-malinois-charbonne-4850412"
"1772320480-185","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Cane Corso","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4851447_uploaded_image1_1721414706.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447"
"1772320482-186","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky","200 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4852383_uploaded_image1_1721477152.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4852383"
"1772320485-187","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Chiwawa","550 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853647_uploaded_image1_1721564020.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-chiwawa-4853647"
"1772320487-188","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4853861"
"1772320489-189","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4858734"
"1772320492-190","https://sn.coinafrique.com/categorie/chiens?page=3","Bichons maltin pure race","250 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865327_uploaded_image1_1722209598.jpg","https://sn.coinafrique.com/annonce/chiens/bichons-maltin-pure-race-4865327"
"1772320494-191","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Caniche","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4867390"
"1772320496-192","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4875998"
"1772320499-193","https://sn.coinafrique.com/categorie/chiens?page=3","Golden Retriever","300 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540468_uploaded_image1_1758664107.jpg","https://sn.coinafrique.com/annonce/chiens/golden-retriever-4885131"
"1772320501-194","https://sn.coinafrique.com/categorie/chiens?page=3","Pitbull","135 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885134_uploaded_image1_1723173253.jpg","https://sn.coinafrique.com/annonce/chiens/pitbull-4885134"
