web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien,conteneur
"1772320503-195","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735854_uploaded_image1_1769103978.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4885136"
"1772320506-196","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Malinois","300 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4887929_uploaded_image1_1723329270.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4887929"
"1772320508-197","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4888701"
"1772320511-198","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4892261"
"1772320513-199","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot femelle caniche","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-caniche-4893046"
"1772320515-200","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Malinois","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4910751_uploaded_image1_1724605148.jpg","https://sn.coinafrique.com/annonce/chiens/berger-malinois-4910751"
"1772320518-201","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4920593"
"1772320520-202","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot bichon Maltais","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4934038"
"1772320522-203","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","180 000 CFA","Mamelles, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4935684"
"1772320551-204","https://sn.coinafrique.com/categorie/chiens?page=3","Couple de chiot de race","75 000 CFA","Ngor, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/couple-de-chiot-de-race-4937044"
"1772320556-205","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot chihuahua","390 000 CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_4946002_uploaded_image1_1726441968.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahua-4946002"
"1772320558-206","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Pitbull","200 000 CFA","Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4951773"
"1772320560-207","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerboel","250 000 CFA","Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4951796"
"1772320563-208","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","120 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521237_uploaded_image1_1757636811.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4951836"
"1772320565-209","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136517_uploaded_image1_1736959572.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4953869"
"1772320567-210","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","120 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4953991"
"1772320570-211","https://sn.coinafrique.com/categorie/chiens?page=3","chiot boerboel","500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4960771_uploaded_image1_1727238490.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4960771"
"1772320572-212","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots croisé Boer et Root","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919750_uploaded_image1_1725108338.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-croise-boer-et-root-4919750"
"1772320574-213","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais","180 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4968555"
"1772320577-214","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais pur race","180 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4968565_uploaded_image1_1727702109.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-pur-race-4968565"
"1772320579-215","https://sn.coinafrique.com/categorie/chiens?page=3","Chien","350 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4969495_uploaded_image1_1727744912.jpg","https://sn.coinafrique.com/annonce/chiens/chien-4969495"
"1772320582-216","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","300 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4993670"
"1772320584-217","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand femelle","155 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4996897_uploaded_image1_1729087539.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4996897"
"1772320586-218","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-5002622"
"1772320589-219","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots labrador pure race","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136517_uploaded_image1_1736959572.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-pure-race-5002785"
"1772320591-220","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5004868"
"1772320593-221","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","130 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5006641_uploaded_image1_1729624663.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5006641"
"1772320596-222","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","250 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5466408_uploaded_image1_1754682101.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5013765"
"1772320598-223","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5751732_uploaded_image1_1769889114.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5016564"
"1772320601-224","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5028791_uploaded_image1_1730840222.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5028791"
"1772320603-225","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5044649_uploaded_image1_1731627517.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5044649"
"1772320605-226","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot chihuahuas","250 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5045245_uploaded_image1_1731667358.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahuas-5045245"
"1772320608-227","https://sn.coinafrique.com/categorie/chiens?page=3","Caniche mâle","650 000 CFA","Almadies 2, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/caniche-male-5054275"
"1772320610-228","https://sn.coinafrique.com/categorie/chiens?page=3","Femelle berger allemand 4 mois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5065991_uploaded_image1_1732805663.jpg","https://sn.coinafrique.com/annonce/chiens/femelle-berger-allemand-4-mois-5065991"
"1772320613-229","https://sn.coinafrique.com/categorie/chiens?page=3","Berger malinois","250 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078573_uploaded_image1_1733447779.jpg","https://sn.coinafrique.com/annonce/chiens/berger-malinois-5078573"
"1772320615-230","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085579"
"1772320617-231","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085597"
"1772320619-232","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085599"
"1772320622-233","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5090975"
"1772320624-234","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5104979"
"1772320629-235","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","210 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5336125_uploaded_image1_1747687556.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5114394"
"1772320631-236","https://sn.coinafrique.com/categorie/chiens?page=2","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg","https://sn.coinafrique.com/annonce/chiens/chien-5124976"
"1772320634-237","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922"
"1772320636-238","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons","175 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357093_uploaded_image1_1748892640.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780"
"1772320638-239","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136517_uploaded_image1_1736959572.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517"
"1772320641-240","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Rottewaler","300 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5155571_uploaded_image1_1737992590.jpg","https://sn.coinafrique.com/annonce/chiens/chien-rottewaler-5155571"
"1772320644-241","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Doberman","400 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454"
"1772320646-242","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiler","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321351_uploaded_image1_1746881645.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997"
"1772320649-243","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Dogo Canario","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5178208_uploaded_image1_1739149958.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-dogo-canario-5178208"
"1772320651-244","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5186005"
"1772320653-245","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky Sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5186967_uploaded_image1_1739620133.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-husky-siberien-5186967"
"1772320656-246","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rott","200 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5192129_uploaded_image1_1739908831.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rott-5192129"
"1772320658-247","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","400 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5352744_uploaded_image2_1748635949.jpeg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5199105"
"1772320660-248","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rott","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5213979_uploaded_image1_1741092307.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rott-5213979"
"1772320663-249","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Malinois","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5690476_uploaded_image1_1766764470.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5213981"
"1772320665-250","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","175 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5221815_uploaded_image2_1741461038.jpeg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5221815"
"1772320668-251","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5222675"
"1772320695-252","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-5222912"
"1772320697-253","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222921_uploaded_image1_1741538962.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-5222921"
"1772320700-254","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","150 000 CFA","Pikine, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiots-5222994"
"1772320702-255","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","300 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5290700_uploaded_image1_1745194550.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5228717"
"1772320706-256","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5690476_uploaded_image1_1766764470.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-5249290"
"1772320711-257","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens malinois","100 CFA","Thies, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-5251605"
"1772320714-258","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky","200 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5253441_uploaded_image1_1743081336.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-husky-5253441"
"1772320719-259","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Dalmatiens","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256321_uploaded_image1_1743258183.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-dalmatiens-5256321"
"1772320721-260","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5268192"
"1772320723-261","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Havanais","150 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326499_uploaded_image1_1747172729.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5272964"
"1772320726-262","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens malinois","100 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5277780_uploaded_image1_1744399979.jpg","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-5277780"
"1772320728-263","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","250 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5290700_uploaded_image1_1745194550.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5290700"
"1772320730-264","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","200 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5298958"
"1772320733-265","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot femelle cane corso","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5299584_uploaded_image1_1745674318.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-cane-corso-5299584"
"1772320735-266","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot","380 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5644579_uploaded_image1_1764272051.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-5302773"
"1772320737-267","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Pitbull Terrier","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_5303725_uploaded_image1_1745943692.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5303725"
"1772320740-268","https://sn.coinafrique.com/categorie/chiens?page=2","Vente Berger Femelle","400 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5305053_uploaded_image1_1746020493.jpg","https://sn.coinafrique.com/annonce/chiens/vente-berger-femelle-5305053"
"1772320742-269","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Labradors","120 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5316749_uploaded_image1_1746650873.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5316749"
"1772320744-270","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","200 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5317080"
"1772320747-271","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Cavalier king","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5319622_uploaded_image1_1746790053.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-cavalier-king-5319622"
"1772320749-272","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rotweiller","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321351_uploaded_image1_1746881645.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-5321351"
"1772320751-273","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5321695"
"1772320755-274","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321857_uploaded_image1_1746909799.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5321857"
"1772320757-275","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5322117"
"1772320759-276","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiller","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671567_uploaded_image1_1765675459.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-5323434"
"1772320762-277","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","115 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326102_uploaded_image1_1747153443.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5326102"
"1772320764-278","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Spitz Nain","800 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5326291_uploaded_image1_1747165396.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-5326291"
"1772320766-279","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Havanais","150 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326499_uploaded_image1_1747172729.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5326499"
"1772320769-280","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","300 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5328800"
"1772320771-281","https://sn.coinafrique.com/categorie/chiens?page=2","Chien de salon","150 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332506_uploaded_image1_1747475557.jpg","https://sn.coinafrique.com/annonce/chiens/chien-de-salon-5332506"
"1772320773-282","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Pitbull Terrier","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5512296_uploaded_image1_1757182867.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5335882"
"1772320776-283","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","250 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5336125_uploaded_image1_1747687556.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5336125"
"1772320778-284","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerboul","275 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5338244_uploaded_image1_1747822800.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-boerboul-5338244"
"1772320780-285","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5340528"
"1772320783-286","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-5341165"
"1772320785-287","https://sn.coinafrique.com/categorie/chiens?page=2","Chien","130 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341402_uploaded_image1_1747971696.jpg","https://sn.coinafrique.com/annonce/chiens/chien-5341402"
"1772320788-288","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky","300 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341514_uploaded_image1_1747985445.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-husky-5341514"
"1772320790-289","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","175 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5352744_uploaded_image2_1748635949.jpeg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5352744"
"1772320792-290","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Américain","200 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5353266_uploaded_image1_1748682865.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-americain-5353266"
"1772320794-291","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bouvier Bernois","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5356412_uploaded_image1_1748869590.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bouvier-bernois-5356412"
"1772320797-292","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots bichon","200 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357093_uploaded_image1_1748892640.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-5357093"
"1772320799-293","https://sn.coinafrique.com/categorie/chiens?page=2","Husky et Rotweiller","300 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357616_uploaded_image1_1748916757.jpg","https://sn.coinafrique.com/annonce/chiens/husky-et-rotweiller-5357616"
"1772320803-294","https://sn.coinafrique.com/categorie/chiens?page=2","Métisse rock berger","75 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5360685_uploaded_image1_1749060096.06.jpeg","https://sn.coinafrique.com/annonce/chiens/metisse-rock-berger-5360685"
"1772320805-295","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots malamute pure","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5368072_uploaded_image1_1749564175.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-malamute-pure-5368072"
"1772320807-296","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5376933"
